Class,Message
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Ok
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/2730
ham,K still are you loving me.
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,Oh ok no prob..
ham,Am also doing in cbe only. But have to pay.
spam,Claim your exclusive reward by clicking here: bit.ly/1932. Act fast!
ham,I'm in chennai velachery:)
ham,I got your back! Do you have any dislikes in bed?
ham,"I want to show you the world, princess :) how about europe?"
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/6178
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/2144
ham,S:)no competition for him.
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/4612
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/1403
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/5074
ham,Meet after lunch la...
ham,I wont touch you with out your permission.
ham,Yup... How ü noe leh...
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/1130
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/3171
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
spam,New job alert! Earn $4334/day from home. No experience needed. Apply now!
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
spam,You have been selected for a cash prize of $4644. Respond with 'YES' to claim.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,Hey leave it. not a big deal:-) take care.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,You have been selected for a cash prize of $2336. Respond with 'YES' to claim.
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,Your account has been compromised! Reset your password here: bit.ly/3967
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,Ok how you dear. Did you call chechi
spam,Your account has been compromised! Reset your password here: bit.ly/4437
spam,You have been selected for a cash prize of $3840. Respond with 'YES' to claim.
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/4751
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,K.then any other special?
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Prakesh is there know.
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/7901
spam,New job alert! Earn $4621/day from home. No experience needed. Apply now!
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
ham,You do got a shitload of diamonds though
ham,Or ü go buy wif him then i meet ü later can?
ham,Finished class where are you.
spam,Your account has been compromised! Reset your password here: bit.ly/8296
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,Your account has been compromised! Reset your password here: bit.ly/3012
ham,Ya! when are ü taking ure practical lessons? I start in june..  
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Que pases un buen tiempo or something like that
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
spam,New job alert! Earn $1445/day from home. No experience needed. Apply now!
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/5362
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
spam,Limited time offer! Get 42% off on all products. Use code SPAM68 at checkout.
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
spam,Your account has been compromised! Reset your password here: bit.ly/1188
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Excellent! Are you ready to moan and scream in ecstasy?
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,DO NOT B LATE LOVE MUM
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/3735
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/9764
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,Good night. Am going to sleep.
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,Did u got that persons story
spam,Your account has been compromised! Reset your password here: bit.ly/3687
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/9481
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/1793
spam,Claim your exclusive reward by clicking here: bit.ly/8589. Act fast!
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"Awesome, I'll see you in a bit"
ham,Tell them the drug dealer's getting impatient
ham,Sounds great! Are you home now?
spam,You have 1 new message. Please call 08718738034.
ham,Thanks for this hope you had a good day today
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
spam,Limited time offer! Get 55% off on all products. Use code SPAM35 at checkout.
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/4459
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Lol ok your forgiven :)
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/1728
ham,"Sorry, I'll call later"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
spam,Your account has been compromised! Reset your password here: bit.ly/4978
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/3662
spam,New job alert! Earn $248/day from home. No experience needed. Apply now!
ham,What you doing?how are you?
ham,I am in your office na.
ham,Ok lar... Joking wif u oni...
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
